athlete_id,name,gender,age,country,category,competition,year,snatch_kg,clean_and_jerk_kg,total_kg,body_weight_kg,team,coach,event_rank,medal,record_status,lifting_style,injury_history,sponsor
4724,Laura Gómez,unknown,N/A,Spain,-67kg,World Championship,2022,68.7,102.6,?,102kg,unknown,Pedro López,10,Bronze,National Record,CrossFit,unknown,Adidas
ath_4724,Miguel Santos,?,?,France,-61kg,National Open,2018,167kg,N/A,N/A,?,unknown,Michael Johnson,?,N/A,?,CrossFit,Y,Nike
ath_4725,Li Wei,M,54,USA,N/A,Tokyo 2021,2020,N/A,-1,300kg,N/A,Team USA,N/A,?,Bronze,None,?,unknown,N/A
ath_4726,Emma Brown,F,31,BRA,-109kg,Continental Cup,N/A,0,N/A,?,N/A,Cairo Strong,?,12,Bronze,?,CrossFit,?,Adidas
,James Lee,unknown,17,spain,-96kg,World Championship,2013,126.6,N/A,300kg,?,Berlin Power,N/A,0,N/A,None,Functional,unknown,Puma
4729,Unknown,F,30,USA,-96kg,World Championship,N/A,121.2,-1,300kg,?,Madrid Strength,Unknown,0,N/A,National Record,Functional,unknown,Puma
4730,James Lee,M,66,France,+109kg,National Open,2019,154.7,N/A,N/A,?,Beijing Barbell,Carlos Ruiz,N/A,Gold,Personal Best,CrossFit,Y,Adidas
,Anna Kowalska,M,?,Egypt,-67kg,Olympics 2020,2025,120kg,-1,?,109kg,Berlin Power,Carlos Ruiz,?,None,National Record,N/A,unknown,N/A
4732,Laura Gómez,M,40,Spain,+109kg,National Open,?,N/A,181.5,300kg,97.5,London Barbell,Michael Johnson,?,None,Personal Best,N/A,unknown,Reebok
,Carlos Ruiz,?,?,usa,N/A,Tokyo 2021,2015,97kg,175.2,300kg,77kg,Beijing Barbell,Michael Johnson,0,Gold,Personal Best,?,?,Reebok
ath_4733,N/A,unknown,37,CHN,-96kg,Tokyo 2021,2010,128.9,N/A,212.4,N/A,unknown,Li Zhang,0,None,?,?,?,Reebok
4735,Hiro Tanaka,F,44,Egypt,-73kg,?,2019,0,N/A,N/A,99kg,unknown,Pedro López,N/A,Gold,World Record,?,No,Nike
4736,Youssef Ahmed,Male,?,Spain,N/A,Tokyo 2021,2023,?,159.6,N/A,91.2,Team USA,N/A,0,Silver,National Record,Powerlifting,?,Nike
4737,Miguel Santos,Male,N/A,China,-81kg,National Open,?,N/A,156kg,300kg,133.9,Madrid Strength,Michael Johnson,N/A,None,?,Powerlifting,Y,unknown
,Sofia López,F,?,BRA,-67kg,N/A,2012,97kg,?,?,N/A,Roma Lifting,Li Zhang,0,N/A,N/A,N/A,N,Eleiko
ath_4738,N/A,Female,N/A,France,-73kg,Junior Championship,2018,0,133.1,300kg,56kg,Beijing Barbell,Li Zhang,N/A,Gold,?,Powerlifting,Yes,Eleiko
ath_4739,Anna Kowalska,M,N/A,BRA,-81kg,National Open,2022,0,151.7,?,N/A,CN Barcelona,Anna Müller,16,N/A,None,Functional,Y,Adidas
4741,Li Wei,?,?,CHN,-61kg,Tokyo 2021,2011,?,-1,?,?,Team USA,Li Zhang,2,Gold,Personal Best,CrossFit,unknown,Adidas
4742,Li Wei,M,?,CHN,-81kg,Tokyo 2021,2017,91kg,187.0,N/A,?,London Barbell,Anna Müller,?,Gold,National Record,CrossFit,?,Puma
4743,Miguel Santos,M,N/A,RUS,-61kg,National Open,2025,0,123.2,300kg,120kg,Team USA,?,?,Bronze,Personal Best,N/A,N,Eleiko
4744,James Lee,Female,N/A,France,N/A,N/A,2022,?,131kg,300kg,N/A,Roma Lifting,Michael Johnson,?,Silver,Personal Best,Functional,Yes,Rogue
ath_4744,Sofia López,unknown,N/A,Mexico,+109kg,European Cup,2013,0,N/A,340.9,102kg,Team USA,Unknown,0,Bronze,?,CrossFit,Yes,Rogue
4746,?,Male,21,Mexico,+109kg,Panamerican Games,2012,102.0,191kg,N/A,N/A,Team USA,Anna Müller,N/A,Silver,None,Powerlifting,Y,Nike
4747,Anna Kowalska,unknown,N/A,spain,-67kg,Panamerican Games,2013,N/A,?,243.2,115kg,Cairo Strong,Michael Johnson,?,Gold,Personal Best,Powerlifting,N,unknown
,N/A,Male,26,France,N/A,Olympics 2020,2021,N/A,-1,329.1,N/A,unknown,N/A,?,Silver,None,Powerlifting,?,Eleiko
4749,Sofia López,unknown,11,Spain,+109kg,Panamerican Games,2012,0,?,N/A,?,CN Barcelona,Carlos Ruiz,0,None,Personal Best,N/A,unknown,Reebok
,Laura Gómez,unknown,37,Japan,-61kg,N/A,2014,114.8,-1,345.5,N/A,London Barbell,Carlos Ruiz,7,?,National Record,Powerlifting,unknown,Under Armour
4751,Sarah Johnson,Male,68,Egypt,-96kg,Junior Championship,9999,N/A,N/A,300kg,?,Roma Lifting,Anna Müller,0,?,Personal Best,Functional,Yes,N/A
,Hiro Tanaka,?,?,China,-61kg,Tokyo 2021,?,?,?,N/A,N/A,Tokyo Lift Club,Carlos Ruiz,19,Silver,N/A,N/A,No,Puma
,Laura Gómez,F,?,Japan,-109kg,National Open,9999,N/A,138.4,N/A,72kg,Roma Lifting,?,N/A,Silver,N/A,CrossFit,?,Nike
ath_4753,Laura Gómez,?,?,Japan,-55kg,Olympics 2020,9999,0,-1,300kg,58.4,unknown,Pedro López,N/A,None,N/A,Olympic,No,Puma
ath_4754,Unknown,F,25,usa,-109kg,Continental Cup,2024,0,N/A,300kg,111kg,London Barbell,Carlos Ruiz,9,Gold,National Record,CrossFit,unknown,Eleiko
ath_4755,Anna Kowalska,?,N/A,BRA,+109kg,?,2014,?,-1,N/A,N/A,Team USA,Michael Johnson,0,Gold,?,Olympic,Y,Eleiko
,Sarah Johnson,M,N/A,Mexico,N/A,?,2020,0,?,?,?,Madrid Strength,Michael Johnson,?,Bronze,World Record,Powerlifting,N,Puma
ath_4757,John Smith,?,?,usa,N/A,Tokyo 2021,2018,N/A,145kg,N/A,73kg,Beijing Barbell,Pedro López,N/A,Gold,None,?,No,Eleiko
,?,?,25,USA,-96kg,European Cup,2015,173kg,N/A,300kg,?,Roma Lifting,Li Zhang,0,Bronze,Personal Best,Olympic,unknown,Nike
4760,James Lee,M,35,Unknown,-109kg,National Open,2024,0,128.2,131.7,69.2,London Barbell,N/A,N/A,Gold,National Record,CrossFit,unknown,Under Armour
ath_4760,Unknown,Female,44,CHN,-96kg,National Open,2014,?,?,N/A,?,Madrid Strength,Li Zhang,0,?,None,CrossFit,unknown,Nike
,James Lee,?,32,Italy,73KG,Junior Championship,2020,139kg,N/A,300kg,?,Roma Lifting,Anna Müller,?,?,None,Olympic,N,Under Armour
4763,Miguel Santos,unknown,23,spain,-55kg,European Cup,2010,?,-1,N/A,51kg,Roma Lifting,Li Zhang,N/A,N/A,Personal Best,Powerlifting,Y,Eleiko
ath_4763,Sarah Johnson,unknown,28,CHN,+109kg,National Open,2024,?,?,204.2,N/A,Team USA,Michael Johnson,0,None,Personal Best,CrossFit,Yes,Under Armour
,John Smith,unknown,40,Russia,N/A,World Championship,2012,N/A,143.1,260.1,72.0,Cairo Strong,?,?,None,Personal Best,CrossFit,N,unknown
,Youssef Ahmed,Female,30,Brazil,-81kg,Olympics 2020,2012,?,?,300kg,149.2,unknown,Li Zhang,20,Gold,N/A,CrossFit,N,Under Armour
ath_4766,Sofia López,?,33,Japan,-73kg,?,2021,0,-1,300kg,138.0,CN Barcelona,Anna Müller,?,?,National Record,CrossFit,N,Nike
ath_4767,Carlos Ruiz,M,29,usa,73KG,European Cup,N/A,0,?,300kg,83kg,Tokyo Lift Club,Li Zhang,N/A,Gold,N/A,N/A,N,Rogue
ath_4768,Sofia López,F,?,France,-61kg,Panamerican Games,2023,56kg,N/A,300kg,?,unknown,Li Zhang,0,Gold,Personal Best,CrossFit,unknown,Under Armour
,Unknown,?,N/A,Russia,-55kg,Continental Cup,?,?,N/A,267.7,72kg,Team USA,?,16,Gold,?,Olympic,N,unknown
ath_4770,Miguel Santos,unknown,34,Italy,N/A,World Championship,2018,N/A,?,180.7,85.5,London Barbell,Michael Johnson,10,Bronze,None,N/A,Yes,Adidas
ath_4771,Maria Rossi,unknown,N/A,spain,N/A,Junior Championship,9999,N/A,99kg,294.2,102.2,Tokyo Lift Club,Li Zhang,0,None,N/A,?,unknown,Reebok
ath_4772,Li Wei,Female,46,spain,-67kg,World Championship,2012,56.4,?,300kg,?,unknown,Anna Müller,5,Silver,None,Olympic,?,Adidas
4774,?,Male,?,Egypt,-109kg,Olympics 2020,2018,N/A,N/A,N/A,50kg,Team USA,Li Zhang,?,Silver,Personal Best,CrossFit,Y,Under Armour
4775,John Smith,unknown,25,spain,+109kg,National Open,2016,?,-1,120.4,N/A,Berlin Power,N/A,0,Gold,?,N/A,?,N/A
ath_4775,Sofia López,F,N/A,France,-67kg,?,9999,?,?,N/A,75kg,unknown,Li Zhang,2,N/A,National Record,CrossFit,Y,Adidas
ath_4776,Li Wei,Female,N/A,BRA,-96kg,Tokyo 2021,2021,N/A,N/A,328.6,N/A,Team USA,?,N/A,Silver,Personal Best,Powerlifting,Y,Nike
ath_4777,Youssef Ahmed,Female,33,Brazil,-81kg,European Cup,2012,0,-1,210.9,109.4,Berlin Power,?,18,Bronze,Personal Best,?,?,Adidas
4779,James Lee,F,29,spain,-109kg,Junior Championship,2025,90.3,-1,373.9,?,Cairo Strong,N/A,N/A,?,None,Powerlifting,N,Eleiko
ath_4779,Carlos Ruiz,Female,N/A,Egypt,73KG,European Cup,2017,147kg,-1,289.6,N/A,Cairo Strong,Pedro López,?,None,National Record,Functional,No,Adidas
4781,?,Female,?,CHN,-109kg,Panamerican Games,2018,?,-1,N/A,83kg,Cairo Strong,Anna Müller,?,Bronze,World Record,?,?,Reebok
,Li Wei,Male,?,Spain,-81kg,N/A,9999,?,-1,300kg,61kg,Berlin Power,Michael Johnson,0,Silver,World Record,Olympic,unknown,N/A
ath_4782,Emma Brown,F,25,Unknown,-67kg,Junior Championship,2015,N/A,206.8,N/A,?,Beijing Barbell,Michael Johnson,0,Bronze,Personal Best,CrossFit,Yes,Under Armour
4784,Carlos Ruiz,M,53,Egypt,-73kg,Tokyo 2021,2020,104kg,?,300kg,95.3,Tokyo Lift Club,?,?,None,N/A,Functional,?,Puma
ath_4784,Sarah Johnson,M,?,Japan,-96kg,?,2016,157.6,-1,300kg,61kg,Berlin Power,Anna Müller,15,?,National Record,CrossFit,unknown,Eleiko
4786,Unknown,M,18,Spain,-109kg,National Open,2025,0,-1,N/A,52kg,unknown,N/A,0,Bronze,N/A,?,?,N/A
,Carlos Ruiz,?,27,China,73KG,Tokyo 2021,2023,?,N/A,?,101.0,Berlin Power,N/A,N/A,Silver,?,Olympic,N,Puma
,Youssef Ahmed,Male,36,usa,-73kg,World Championship,2013,?,N/A,184.2,120.2,CN Barcelona,Anna Müller,?,Gold,None,N/A,Y,Nike
,James Lee,F,39,Egypt,-55kg,World Championship,2020,N/A,N/A,?,113.8,Madrid Strength,Carlos Ruiz,N/A,Gold,None,Olympic,unknown,Nike
ath_4789,Maria Rossi,?,31,Italy,-61kg,?,9999,N/A,89kg,300kg,81kg,London Barbell,Michael Johnson,11,N/A,World Record,Functional,?,Reebok
,Sofia López,?,30,Egypt,-55kg,Panamerican Games,2020,?,N/A,?,114.9,Beijing Barbell,Anna Müller,0,Silver,N/A,Olympic,unknown,Adidas
ath_4791,John Smith,Female,20,Spain,N/A,Continental Cup,2020,139kg,146.3,323.0,N/A,Madrid Strength,Carlos Ruiz,?,?,?,Functional,?,unknown
ath_4792,Maria Rossi,Female,65,usa,+109kg,Olympics 2020,2013,?,N/A,N/A,126.0,Madrid Strength,Michael Johnson,?,N/A,None,N/A,Yes,Puma
,Li Wei,unknown,63,BRA,-96kg,Tokyo 2021,2010,91.8,N/A,?,?,unknown,Pedro López,?,Bronze,?,Functional,unknown,Reebok
4795,John Smith,M,18,RUS,-55kg,Continental Cup,2012,N/A,N/A,N/A,52.0,unknown,Anna Müller,N/A,Gold,None,CrossFit,No,Rogue
,Miguel Santos,M,41,Brazil,-67kg,Junior Championship,2018,?,110.4,300kg,67kg,Roma Lifting,Pedro López,?,Bronze,National Record,N/A,?,Nike
4797,Li Wei,unknown,?,USA,-109kg,Junior Championship,2011,0,142kg,?,N/A,Cairo Strong,Pedro López,18,Gold,N/A,Functional,unknown,N/A
ath_4797,Elena Petrova,M,20,Egypt,+109kg,N/A,?,?,?,N/A,N/A,Tokyo Lift Club,Carlos Ruiz,0,Bronze,None,?,unknown,Nike
4799,Unknown,unknown,44,Unknown,-67kg,National Open,2012,101.9,?,N/A,N/A,Beijing Barbell,Michael Johnson,0,None,National Record,N/A,unknown,Adidas
ath_4799,Li Wei,?,N/A,RUS,-55kg,World Championship,2016,147.3,74.1,384.0,N/A,Berlin Power,?,N/A,?,None,Functional,Y,N/A
,James Lee,M,?,Italy,-67kg,Tokyo 2021,2024,0,N/A,?,N/A,Madrid Strength,Carlos Ruiz,0,Silver,National Record,CrossFit,N,Reebok
,Elena Petrova,Female,45,RUS,-96kg,Tokyo 2021,2019,?,213.7,379.5,103kg,Roma Lifting,Li Zhang,11,None,Personal Best,CrossFit,N,Reebok
,James Lee,F,N/A,usa,N/A,European Cup,?,0,N/A,300kg,58.7,Beijing Barbell,Li Zhang,?,Bronze,N/A,Powerlifting,Y,Under Armour
4804,Sofia López,?,39,Japan,-73kg,?,2012,?,189kg,300kg,?,Beijing Barbell,Li Zhang,N/A,N/A,National Record,CrossFit,unknown,Nike
ath_4804,Maria Rossi,Female,67,France,-67kg,Panamerican Games,9999,0,137kg,?,?,Madrid Strength,Pedro López,13,None,World Record,?,No,Puma
ath_4805,Carlos Ruiz,Female,?,China,N/A,Continental Cup,2012,156kg,N/A,145.5,66.5,unknown,?,13,Bronze,?,Powerlifting,N,Eleiko
ath_4806,Elena Petrova,Female,N/A,China,-81kg,Continental Cup,9999,0,-1,300kg,81.9,London Barbell,Anna Müller,18,Silver,World Record,CrossFit,No,Under Armour
ath_4807,Unknown,unknown,N/A,usa,-73kg,World Championship,2024,?,?,?,N/A,unknown,Unknown,N/A,?,?,Functional,unknown,N/A
4809,?,Female,?,Spain,-73kg,Olympics 2020,2021,0,174kg,300kg,87.0,Roma Lifting,Unknown,0,Bronze,?,N/A,?,Puma
4810,Emma Brown,Male,18,usa,73KG,Junior Championship,9999,?,?,?,?,unknown,Li Zhang,?,None,None,Olympic,unknown,Under Armour
ath_4810,David Müller,unknown,N/A,spain,-73kg,?,2022,61.8,N/A,N/A,N/A,Tokyo Lift Club,N/A,8,Silver,Personal Best,Functional,Y,unknown
ath_4811,Laura Gómez,Female,61,Japan,-109kg,N/A,2015,?,N/A,300kg,58kg,Team USA,N/A,0,N/A,World Record,Functional,Yes,Reebok
4813,Sofia López,?,?,Japan,-67kg,World Championship,2014,N/A,N/A,300kg,67.6,Cairo Strong,Carlos Ruiz,?,Bronze,World Record,N/A,N,Under Armour
4814,Hiro Tanaka,F,?,Mexico,-96kg,European Cup,2018,129.6,-1,N/A,?,unknown,Anna Müller,0,N/A,?,Powerlifting,unknown,Rogue
ath_4814,Sofia López,Male,62,Egypt,-67kg,Continental Cup,2020,N/A,N/A,N/A,N/A,Beijing Barbell,?,3,Bronze,N/A,?,Yes,N/A
,Laura Gómez,Male,29,Russia,-73kg,European Cup,2010,?,167.1,325.6,?,Berlin Power,Unknown,?,Gold,?,Functional,No,Puma
,Hiro Tanaka,M,?,Brazil,-81kg,Junior Championship,2022,N/A,-1,?,N/A,Team USA,N/A,N/A,Silver,World Record,?,?,unknown
4818,Emma Brown,?,?,usa,-67kg,Tokyo 2021,2022,N/A,94.7,312.8,N/A,Roma Lifting,?,0,N/A,N/A,?,No,Puma
4819,John Smith,unknown,?,BRA,-81kg,National Open,2018,?,81.8,300kg,N/A,unknown,Michael Johnson,N/A,Gold,?,Functional,?,Under Armour
ath_4819,N/A,unknown,?,USA,-67kg,National Open,?,?,-1,N/A,94kg,unknown,?,0,Silver,World Record,N/A,N,Rogue
ath_4820,John Smith,M,?,Japan,-96kg,National Open,N/A,71kg,?,?,99kg,London Barbell,N/A,N/A,Silver,World Record,N/A,?,Reebok
ath_4821,James Lee,M,13,China,-67kg,N/A,2019,N/A,N/A,?,113kg,Berlin Power,Anna Müller,0,None,National Record,?,unknown,Nike
4823,?,unknown,19,Egypt,-109kg,Junior Championship,N/A,N/A,-1,N/A,?,Cairo Strong,Anna Müller,?,?,?,?,Yes,Under Armour
ath_4823,Sofia López,M,?,Russia,+109kg,?,?,137kg,219.8,157.1,117kg,Berlin Power,N/A,N/A,N/A,?,Functional,Yes,Rogue
,Carlos Ruiz,F,N/A,Russia,-61kg,?,2012,N/A,N/A,339.3,68kg,CN Barcelona,Michael Johnson,14,None,?,?,?,unknown
,Maria Rossi,Female,36,Japan,-61kg,National Open,2021,N/A,-1,376.9,?,unknown,?,N/A,None,N/A,Powerlifting,N,Eleiko
,Sofia López,Female,46,Spain,-109kg,World Championship,2010,N/A,-1,300kg,N/A,Cairo Strong,Anna Müller,0,Silver,Personal Best,Powerlifting,Yes,Adidas
ath_4827,Elena Petrova,F,46,Germany,N/A,European Cup,2023,94kg,?,?,71.7,Team USA,Li Zhang,?,?,World Record,CrossFit,?,unknown
4829,Anna Kowalska,?,N/A,USA,73KG,Continental Cup,2015,N/A,141kg,N/A,63.6,Berlin Power,Unknown,0,N/A,N/A,Powerlifting,No,Under Armour
4830,Maria Rossi,Male,N/A,Brazil,73KG,Olympics 2020,2013,167kg,-1,?,103kg,CN Barcelona,Anna Müller,?,None,Personal Best,CrossFit,No,N/A
ath_4830,?,Male,33,Mexico,N/A,N/A,2018,?,N/A,?,71kg,Tokyo Lift Club,Michael Johnson,N/A,Gold,World Record,CrossFit,Y,Under Armour
ath_4831,James Lee,M,56,Japan,-109kg,European Cup,2021,?,N/A,N/A,67kg,Tokyo Lift Club,Anna Müller,4,Gold,N/A,Functional,Y,Puma
,Emma Brown,?,N/A,USA,-81kg,National Open,2020,?,191kg,300kg,?,CN Barcelona,Michael Johnson,?,Silver,N/A,Olympic,No,Rogue
ath_4833,John Smith,Male,17,Egypt,-55kg,?,2011,0,159.8,199.1,128.0,Cairo Strong,Unknown,N/A,Bronze,N/A,?,Yes,Puma
ath_4834,Unknown,F,54,China,-96kg,Tokyo 2021,2011,174.8,-1,N/A,88kg,Madrid Strength,N/A,?,Gold,World Record,Powerlifting,N,Rogue
,Hiro Tanaka,M,68,USA,-96kg,Continental Cup,?,0,70.7,282.5,114kg,Berlin Power,N/A,3,N/A,None,Olympic,No,Nike
ath_4836,Sarah Johnson,unknown,14,Mexico,73KG,Tokyo 2021,2024,?,158kg,300kg,138.6,Tokyo Lift Club,Carlos Ruiz,?,Gold,Personal Best,?,Yes,Under Armour
4838,John Smith,unknown,N/A,Brazil,+109kg,Tokyo 2021,?,N/A,N/A,300kg,113.3,Madrid Strength,N/A,?,?,National Record,Functional,Yes,Nike
4839,Youssef Ahmed,F,N/A,USA,N/A,Tokyo 2021,2022,84.0,-1,N/A,?,Beijing Barbell,Carlos Ruiz,?,Gold,N/A,Powerlifting,Y,Puma
4840,Hiro Tanaka,Male,N/A,USA,-55kg,Junior Championship,2023,72kg,212kg,N/A,?,Team USA,Pedro López,10,Silver,Personal Best,?,No,Rogue
4841,Unknown,Male,N/A,Italy,-61kg,Panamerican Games,2014,?,152.2,N/A,113kg,Team USA,N/A,17,Silver,Personal Best,?,unknown,Adidas
ath_4841,John Smith,Male,N/A,France,-81kg,European Cup,2015,?,129kg,300kg,?,CN Barcelona,Carlos Ruiz,?,Bronze,World Record,N/A,Yes,Under Armour
4843,Sarah Johnson,unknown,28,China,-96kg,?,2014,77kg,84.5,298.3,89.5,Berlin Power,Li Zhang,0,Bronze,Personal Best,?,Yes,unknown
,Anna Kowalska,unknown,45,spain,-109kg,Junior Championship,2023,155.8,191.3,N/A,134.9,Team USA,N/A,?,None,N/A,Functional,No,N/A
,Maria Rossi,Female,?,BRA,N/A,National Open,2012,?,128kg,N/A,N/A,unknown,Unknown,N/A,Gold,N/A,CrossFit,No,N/A
ath_4845,N/A,?,?,spain,-55kg,Junior Championship,2022,139kg,N/A,300kg,91.2,unknown,Li Zhang,N/A,?,Personal Best,?,?,Rogue
,Laura Gómez,unknown,41,USA,+109kg,Panamerican Games,2021,149.2,?,N/A,?,Beijing Barbell,Unknown,?,?,N/A,Powerlifting,N,Rogue
ath_4847,Anna Kowalska,Male,11,Germany,N/A,N/A,9999,92.0,175.0,300kg,N/A,Beijing Barbell,Anna Müller,12,Silver,Personal Best,Powerlifting,Yes,Rogue
4849,Elena Petrova,?,36,Spain,-67kg,European Cup,2014,N/A,71.3,?,?,London Barbell,Li Zhang,3,Bronze,?,N/A,N,Rogue
,Li Wei,Female,?,China,-67kg,Junior Championship,2016,?,202.8,?,?,Cairo Strong,N/A,N/A,Silver,?,?,No,Reebok
ath_4850,Unknown,?,N/A,Russia,-55kg,Junior Championship,2018,138.6,106.1,129.0,143.3,Cairo Strong,Carlos Ruiz,?,Gold,None,?,No,Eleiko
ath_4851,Carlos Ruiz,Female,?,RUS,-81kg,Junior Championship,9999,153.1,130.3,314.4,?,Cairo Strong,Michael Johnson,0,Silver,None,Functional,?,Nike
4853,Hiro Tanaka,unknown,?,France,N/A,N/A,2025,?,72kg,131.2,126.9,London Barbell,Michael Johnson,?,Bronze,World Record,CrossFit,No,Reebok
,Sofia López,Male,N/A,usa,-55kg,N/A,2011,?,-1,N/A,142.2,Roma Lifting,Pedro López,0,None,?,Functional,?,Adidas
4855,John Smith,M,?,Russia,-61kg,European Cup,2016,N/A,-1,328.4,?,Tokyo Lift Club,Li Zhang,0,N/A,National Record,Olympic,Y,Rogue
ath_4855,N/A,M,N/A,Unknown,-109kg,European Cup,2014,0,?,171.6,91kg,Beijing Barbell,Carlos Ruiz,?,None,Personal Best,?,N,N/A
,Miguel Santos,F,67,Germany,-73kg,Olympics 2020,2013,N/A,?,300kg,59kg,Roma Lifting,Carlos Ruiz,15,Bronze,Personal Best,CrossFit,Y,N/A
4858,Anna Kowalska,unknown,22,Germany,73KG,European Cup,2017,N/A,80.7,?,72kg,CN Barcelona,Pedro López,6,Gold,National Record,Olympic,Y,Under Armour
4859,Miguel Santos,Female,33,Japan,-81kg,?,2014,?,?,163.5,?,Madrid Strength,Anna Müller,11,Gold,World Record,Olympic,Yes,Under Armour
,Unknown,unknown,N/A,Mexico,73KG,European Cup,2014,N/A,-1,?,82kg,London Barbell,Pedro López,N/A,N/A,N/A,Functional,?,Adidas
,N/A,M,?,Germany,-109kg,N/A,2010,0,191.7,300kg,?,unknown,Unknown,N/A,Gold,?,CrossFit,N,N/A
ath_4861,Youssef Ahmed,M,N/A,Japan,-61kg,Olympics 2020,2018,N/A,-1,300kg,49.5,Cairo Strong,Anna Müller,0,?,Personal Best,Powerlifting,No,Under Armour
ath_4862,N/A,M,53,Unknown,-96kg,World Championship,2017,172kg,82kg,243.3,N/A,Beijing Barbell,?,0,Gold,World Record,N/A,unknown,Reebok
4864,Miguel Santos,unknown,?,China,-81kg,?,2016,96kg,N/A,N/A,130.9,CN Barcelona,Li Zhang,0,Gold,Personal Best,Functional,Yes,Rogue
4865,N/A,unknown,32,Egypt,-109kg,European Cup,2012,N/A,-1,?,93kg,Team USA,Unknown,?,Gold,National Record,CrossFit,?,unknown
ath_4865,Maria Rossi,Female,51,RUS,+109kg,World Championship,2023,N/A,-1,N/A,147.1,Cairo Strong,Pedro López,0,None,N/A,?,Yes,Under Armour
4867,Li Wei,unknown,21,Egypt,-109kg,Tokyo 2021,?,0,-1,300kg,85kg,Roma Lifting,N/A,0,Bronze,World Record,Functional,unknown,Under Armour
4868,Sofia López,?,?,Russia,-55kg,Olympics 2020,2023,157kg,?,N/A,102kg,London Barbell,Carlos Ruiz,?,Silver,None,Olympic,unknown,unknown
4869,James Lee,Male,29,Mexico,-81kg,National Open,2025,?,-1,N/A,?,Beijing Barbell,Unknown,?,N/A,?,N/A,Yes,Eleiko
ath_4869,Unknown,?,21,spain,N/A,Junior Championship,2022,0,N/A,N/A,47.6,Roma Lifting,Anna Müller,N/A,N/A,?,?,Yes,Adidas
ath_4870,?,?,39,usa,-73kg,National Open,?,0,123.7,?,N/A,Team USA,Michael Johnson,0,Silver,N/A,Powerlifting,No,Nike
4872,Maria Rossi,Female,28,Unknown,-109kg,N/A,9999,178kg,?,128.6,148.1,Roma Lifting,Unknown,2,?,Personal Best,N/A,?,Adidas
ath_4872,Maria Rossi,Female,39,CHN,-61kg,Tokyo 2021,2025,50kg,?,300kg,?,Team USA,Li Zhang,N/A,Gold,National Record,N/A,Yes,Under Armour
4874,David Müller,Female,64,China,N/A,National Open,2012,0,-1,?,52.6,Berlin Power,Pedro López,?,Gold,?,Olympic,No,Reebok
,Emma Brown,F,66,Germany,73KG,European Cup,9999,0,181.1,N/A,N/A,Madrid Strength,Anna Müller,?,?,N/A,CrossFit,unknown,Eleiko
4876,Hiro Tanaka,?,37,Japan,N/A,European Cup,2018,0,N/A,254.5,N/A,Team USA,Carlos Ruiz,N/A,Gold,National Record,CrossFit,Y,Reebok
,Sarah Johnson,Female,N/A,Unknown,+109kg,Olympics 2020,2021,N/A,N/A,280.7,104.8,Cairo Strong,Michael Johnson,N/A,None,World Record,Olympic,unknown,unknown
4878,Li Wei,Female,N/A,CHN,-55kg,World Championship,2012,0,146.6,N/A,123.5,Beijing Barbell,Michael Johnson,?,?,Personal Best,CrossFit,unknown,Under Armour
ath_4878,Maria Rossi,F,11,Japan,+109kg,Tokyo 2021,?,80.0,104.5,N/A,N/A,CN Barcelona,Pedro López,?,Silver,Personal Best,N/A,Y,Eleiko
ath_4879,Elena Petrova,Male,31,Germany,-73kg,Olympics 2020,2015,0,-1,?,77kg,Beijing Barbell,?,N/A,Bronze,N/A,CrossFit,No,Reebok
,Maria Rossi,?,21,Russia,-61kg,Tokyo 2021,2020,155.9,?,300kg,?,unknown,Carlos Ruiz,0,Bronze,World Record,Powerlifting,Yes,Rogue
ath_4881,Youssef Ahmed,Female,N/A,France,-109kg,National Open,2023,N/A,-1,?,87.5,Roma Lifting,Michael Johnson,8,None,National Record,Powerlifting,N,N/A
,Carlos Ruiz,?,16,Japan,-81kg,N/A,?,108.2,N/A,?,?,Madrid Strength,?,2,Bronze,Personal Best,N/A,Y,Nike
,David Müller,M,?,spain,-55kg,Panamerican Games,9999,N/A,N/A,?,N/A,CN Barcelona,Unknown,N/A,None,None,CrossFit,unknown,Adidas
ath_4884,Sarah Johnson,Female,N/A,CHN,73KG,Olympics 2020,2014,N/A,-1,?,53.3,Team USA,?,0,None,World Record,?,?,Puma
4886,Emma Brown,M,?,Italy,+109kg,Junior Championship,?,?,-1,?,?,Team USA,Anna Müller,0,Bronze,None,Functional,Y,Reebok
ath_4886,Emma Brown,Male,43,BRA,-55kg,National Open,2024,?,-1,N/A,108.8,Tokyo Lift Club,?,?,None,N/A,?,Yes,unknown
,Anna Kowalska,Male,43,Brazil,N/A,European Cup,2011,0,72kg,N/A,N/A,Roma Lifting,Li Zhang,17,Gold,National Record,CrossFit,No,Under Armour
4889,?,M,56,Italy,N/A,?,2023,N/A,183kg,300kg,N/A,Beijing Barbell,Li Zhang,N/A,None,None,N/A,Yes,unknown
4890,N/A,?,N/A,Unknown,-109kg,Junior Championship,?,61.6,180kg,N/A,?,Team USA,Li Zhang,?,Gold,National Record,CrossFit,?,Reebok
,Hiro Tanaka,?,56,Egypt,-81kg,World Championship,2014,0,-1,300kg,90kg,London Barbell,Unknown,3,Silver,Personal Best,Functional,Yes,N/A
4892,Laura Gómez,F,23,Mexico,-73kg,Tokyo 2021,2020,0,-1,300kg,?,unknown,Anna Müller,0,Silver,National Record,Olympic,Y,Nike
