athlete_id,name,gender,age,country,category,competition,year,snatch_kg,clean_and_jerk_kg,total_kg,body_weight_kg,team,coach,event_rank,medal,record_status,lifting_style,injury_history,sponsor
ath_5044,James Lee,unknown,?,Brazil,-67kg,Panamerican Games,2023,100kg,100.8,?,?,Team USA,Carlos Ruiz,,?,National Record,CrossFit,Yes,Adidas
5046,Anna Kowalska,F,17,USA,73KG,,2014,,95kg,?,84kg,Team USA,Pedro López,,,,Powerlifting,unknown,Eleiko
,,Male,,USA,-81kg,National Open,2020,,115.6,,,unknown,Unknown,?,Silver,National Record,,unknown,Rogue
ath_5047,Laura Gómez,Male,,Brazil,-81kg,Junior Championship,2018,0,?,347.6,120.4,Cairo Strong,Anna Müller,?,Gold,Personal Best,Powerlifting,unknown,unknown
5049,?,F,31,Egypt,-81kg,,2021,63kg,147kg,,98kg,Team USA,Carlos Ruiz,,Silver,National Record,Olympic,?,Under Armour
,Hiro Tanaka,unknown,62,Egypt,-61kg,Continental Cup,2020,73kg,91.1,265.8,49.5,Roma Lifting,Pedro López,?,,Personal Best,?,Y,Reebok
5051,Maria Rossi,?,27,Germany,-67kg,?,2011,,,,?,London Barbell,Michael Johnson,0,,World Record,Functional,unknown,Nike
ath_5051,Youssef Ahmed,Female,?,Egypt,-61kg,European Cup,2012,83kg,129kg,189.3,75.1,London Barbell,Michael Johnson,10,Bronze,,?,unknown,Eleiko
ath_5052,Sofia López,Female,,USA,-61kg,Continental Cup,2013,,-1,178.4,,Roma Lifting,?,?,Bronze,,Olympic,Yes,Eleiko
ath_5053,Unknown,unknown,30,Egypt,73KG,Continental Cup,2023,?,142kg,300kg,116.4,CN Barcelona,Carlos Ruiz,0,Gold,World Record,Powerlifting,Y,Under Armour
,,M,28,usa,-61kg,Continental Cup,2010,0,82kg,?,91.5,Team USA,Carlos Ruiz,12,Gold,,Functional,?,Puma
5056,Carlos Ruiz,Male,28,China,-73kg,European Cup,2022,,121kg,?,?,Madrid Strength,,?,?,World Record,Functional,unknown,unknown
,Youssef Ahmed,Female,,Brazil,+109kg,Panamerican Games,2021,165kg,110kg,?,?,Roma Lifting,?,,,National Record,Functional,Yes,Rogue
ath_5057,Sarah Johnson,Male,,spain,-109kg,Junior Championship,2025,75kg,183.9,295.9,,Team USA,?,,Bronze,,,N,Rogue
,Hiro Tanaka,unknown,,France,-81kg,Junior Championship,2018,166.6,?,300kg,,Team USA,Anna Müller,6,?,Personal Best,Powerlifting,N,Nike
5060,Unknown,M,,Egypt,-109kg,?,2015,?,-1,333.9,68kg,London Barbell,?,,Silver,,,?,Under Armour
5061,Laura Gómez,Female,?,BRA,73KG,Panamerican Games,2018,94.4,150.7,,95kg,unknown,Michael Johnson,,Bronze,National Record,?,N,unknown
5062,Emma Brown,F,65,Japan,-61kg,?,2019,,-1,300kg,130.9,Berlin Power,Unknown,0,Bronze,,,Y,unknown
ath_5062,Carlos Ruiz,Female,,usa,-73kg,European Cup,2025,,93.1,?,,Tokyo Lift Club,Unknown,0,Gold,,Powerlifting,Yes,Rogue
,Youssef Ahmed,Female,,Russia,-81kg,World Championship,2011,,113kg,300kg,136.4,Berlin Power,Anna Müller,0,Bronze,World Record,?,unknown,Eleiko
,Sofia López,Female,18,France,-61kg,European Cup,2019,167.7,203kg,?,,Beijing Barbell,Michael Johnson,0,Gold,,Olympic,No,Adidas
ath_5065,Sofia López,Male,,Japan,-96kg,Continental Cup,2013,134kg,80kg,?,107kg,Team USA,Li Zhang,18,,,?,No,Eleiko
ath_5066,Maria Rossi,Female,33,Japan,73KG,Continental Cup,2016,0,-1,300kg,?,unknown,Li Zhang,20,,World Record,Functional,Y,Nike
ath_5067,Unknown,unknown,38,Brazil,-67kg,Olympics 2020,,0,-1,?,54kg,London Barbell,Li Zhang,1,,Personal Best,Functional,No,Nike
ath_5068,Elena Petrova,M,19,CHN,,Junior Championship,2020,0,?,255.8,?,Madrid Strength,Unknown,11,,National Record,?,Y,Rogue
,Youssef Ahmed,Female,,Brazil,-96kg,National Open,2025,,121.2,,75kg,CN Barcelona,?,3,?,Personal Best,CrossFit,N,Reebok
,Laura Gómez,unknown,24,BRA,-81kg,National Open,9999,138.7,-1,300kg,53kg,London Barbell,,,,Personal Best,Olympic,N,Reebok
ath_5071,David Müller,unknown,22,Spain,-61kg,Olympics 2020,2018,?,220kg,,67kg,London Barbell,Anna Müller,15,,Personal Best,,Y,Adidas
ath_5072,,Female,44,CHN,-55kg,National Open,2013,70.3,161kg,300kg,101kg,CN Barcelona,?,?,,?,Powerlifting,No,Eleiko
ath_5073,Li Wei,M,,spain,-81kg,,9999,173.7,,198.5,117kg,London Barbell,,14,Gold,,Functional,unknown,Nike
5075,Anna Kowalska,Male,?,Brazil,,?,2011,?,-1,?,149.2,Team USA,Unknown,12,,World Record,,Yes,Adidas
5076,Hiro Tanaka,Male,?,RUS,-61kg,Panamerican Games,2010,119.6,-1,?,46.6,Tokyo Lift Club,Michael Johnson,0,?,,Olympic,?,unknown
,Unknown,F,26,BRA,-96kg,Panamerican Games,2024,144.6,,?,?,Tokyo Lift Club,Li Zhang,?,,National Record,Functional,unknown,Under Armour
5078,Elena Petrova,Female,60,BRA,+109kg,Continental Cup,2011,,140kg,300kg,113.9,Beijing Barbell,Pedro López,13,,,CrossFit,Yes,Puma
5079,?,unknown,19,France,-67kg,Junior Championship,2011,140kg,119.0,,109kg,Beijing Barbell,Anna Müller,?,,,?,unknown,
,,unknown,,spain,+109kg,Tokyo 2021,2016,?,?,?,51.5,Roma Lifting,?,4,Silver,,,N,
,David Müller,M,18,Egypt,-67kg,European Cup,2015,,-1,300kg,?,Team USA,Unknown,14,Bronze,,CrossFit,unknown,Nike
ath_5081,Unknown,Male,?,Egypt,73KG,Junior Championship,2011,0,-1,378.4,,CN Barcelona,Michael Johnson,0,Silver,National Record,?,No,Eleiko
ath_5082,Sarah Johnson,?,?,Mexico,-73kg,World Championship,2014,?,119kg,,?,unknown,Anna Müller,0,,?,?,Yes,Adidas
5084,Li Wei,unknown,52,Spain,-73kg,National Open,2012,,-1,?,70kg,CN Barcelona,Li Zhang,15,,,Powerlifting,?,
ath_5084,Emma Brown,?,32,Egypt,-109kg,Panamerican Games,9999,?,-1,144.9,139.7,Berlin Power,Anna Müller,6,Bronze,National Record,,Yes,Adidas
ath_5085,Maria Rossi,?,?,France,-81kg,Tokyo 2021,2011,?,,,?,Madrid Strength,Pedro López,2,,?,CrossFit,Y,unknown
,Miguel Santos,F,19,BRA,+109kg,World Championship,2013,0,134.1,307.9,?,Beijing Barbell,Carlos Ruiz,3,Gold,National Record,?,N,unknown
5088,Hiro Tanaka,unknown,,Unknown,-73kg,?,?,,166.6,?,97kg,London Barbell,,0,,National Record,Powerlifting,N,Reebok
ath_5088,Miguel Santos,unknown,42,Japan,-109kg,?,2015,68kg,?,,111kg,London Barbell,Li Zhang,,,,,?,Under Armour
,James Lee,Female,?,Brazil,-109kg,,2025,93.2,82.9,,58kg,Roma Lifting,Michael Johnson,,Silver,?,,unknown,Rogue
ath_5090,Miguel Santos,unknown,17,Russia,-67kg,,2024,155kg,183kg,,105kg,London Barbell,Li Zhang,0,,,,Yes,Adidas
ath_5091,John Smith,unknown,,CHN,-96kg,Panamerican Games,2015,116.9,-1,?,,Madrid Strength,Carlos Ruiz,?,,,,Y,Nike
5093,David Müller,Female,?,Mexico,-55kg,Junior Championship,?,0,?,?,,unknown,,0,,World Record,Olympic,N,Eleiko
5094,,Female,?,RUS,-61kg,Panamerican Games,,152.9,209.6,?,?,Tokyo Lift Club,?,,,National Record,Powerlifting,unknown,unknown
5095,Anna Kowalska,M,?,Spain,-73kg,Panamerican Games,2011,72kg,-1,,,Cairo Strong,Anna Müller,?,Gold,Personal Best,Functional,Y,Rogue
ath_5095,Maria Rossi,?,?,BRA,-61kg,Olympics 2020,2013,0,168kg,172.9,54kg,Roma Lifting,Unknown,4,Bronze,World Record,CrossFit,?,Reebok
5097,Hiro Tanaka,M,19,Egypt,-109kg,Junior Championship,2015,?,?,302.6,,unknown,,?,Bronze,?,,?,Reebok
ath_5097,Li Wei,Female,?,Italy,-109kg,Continental Cup,?,,178.8,300kg,108kg,Roma Lifting,,10,?,World Record,CrossFit,N,Adidas
5099,Sarah Johnson,Female,69,spain,-67kg,World Championship,?,156kg,95kg,,72.5,Madrid Strength,Anna Müller,,,World Record,Powerlifting,No,Reebok
5100,Maria Rossi,unknown,34,usa,+109kg,?,2016,145kg,,213.9,?,unknown,Unknown,0,Gold,Personal Best,?,unknown,Puma
5101,Youssef Ahmed,Male,42,Italy,-73kg,?,2014,136.6,,135.7,77kg,Berlin Power,?,?,Gold,Personal Best,?,unknown,Adidas
5102,Emma Brown,unknown,22,Spain,-81kg,National Open,2024,,-1,,89.1,Roma Lifting,Unknown,14,?,World Record,Olympic,Y,Puma
5103,Carlos Ruiz,Female,?,Mexico,+109kg,Continental Cup,,137.2,-1,362.8,51kg,unknown,Carlos Ruiz,14,Gold,?,Olympic,Yes,Eleiko
5104,David Müller,Male,14,BRA,-81kg,,2018,92.6,,?,?,London Barbell,Anna Müller,,Bronze,,CrossFit,N,Puma
5105,Anna Kowalska,Male,,Spain,+109kg,Continental Cup,2013,?,,218.7,,Roma Lifting,Michael Johnson,,,National Record,Olympic,?,
5106,John Smith,M,?,Spain,-55kg,Continental Cup,?,145kg,140.7,300kg,149.0,Tokyo Lift Club,,,,Personal Best,?,N,Rogue
,Laura Gómez,Male,?,USA,+109kg,World Championship,2019,?,?,300kg,,Beijing Barbell,Carlos Ruiz,15,Silver,Personal Best,Powerlifting,?,Reebok
5108,Unknown,Male,,Unknown,-109kg,European Cup,2025,?,-1,300kg,,Team USA,Pedro López,?,?,World Record,Functional,N,Reebok
ath_5108,Emma Brown,M,?,Japan,-109kg,Tokyo 2021,2021,,73kg,143.5,46.4,CN Barcelona,Pedro López,,,World Record,,Y,Nike
,John Smith,unknown,52,spain,-81kg,Olympics 2020,2016,114kg,70.8,?,?,Team USA,Li Zhang,5,?,?,?,N,Reebok
ath_5110,Hiro Tanaka,M,43,Italy,-67kg,European Cup,2013,153.5,-1,,?,Cairo Strong,Michael Johnson,0,,?,Powerlifting,Y,Reebok
ath_5111,Anna Kowalska,Male,40,Germany,-109kg,?,2011,80kg,160.3,157.8,?,Tokyo Lift Club,Carlos Ruiz,,,,CrossFit,Yes,Puma
ath_5112,David Müller,Male,,Italy,-55kg,Junior Championship,2011,107kg,163.3,300kg,66kg,Team USA,?,,Bronze,World Record,,?,Puma
5114,Li Wei,?,33,RUS,-67kg,National Open,2010,0,182kg,?,,London Barbell,,?,Bronze,,,Y,Nike
ath_5114,Laura Gómez,Female,,USA,-81kg,Continental Cup,2020,152.3,88.2,214.1,118kg,Roma Lifting,Li Zhang,0,Bronze,National Record,Functional,?,Eleiko
,Maria Rossi,Male,,USA,-55kg,Junior Championship,2025,165.9,?,,108kg,London Barbell,,0,?,?,Functional,No,Eleiko
,Hiro Tanaka,M,40,Brazil,-81kg,National Open,2019,160kg,?,300kg,92kg,Beijing Barbell,Carlos Ruiz,0,Silver,,?,N,Under Armour
5118,Miguel Santos,Female,43,Mexico,-67kg,,?,76kg,,,?,Tokyo Lift Club,,14,Bronze,,,No,Puma
5119,Li Wei,Female,53,USA,+109kg,World Championship,?,169kg,,300kg,?,Beijing Barbell,Carlos Ruiz,18,Bronze,World Record,?,No,Rogue
,David Müller,unknown,,Germany,-67kg,Panamerican Games,2020,89kg,181.4,,?,Team USA,?,,Silver,Personal Best,Functional,N,Eleiko
ath_5120,David Müller,Male,22,spain,,Panamerican Games,2024,,197.6,,88kg,Madrid Strength,,?,,,Functional,Y,Rogue
,John Smith,Female,?,USA,,Panamerican Games,2017,,130.9,150.1,?,CN Barcelona,Anna Müller,0,Gold,World Record,Olympic,?,
,James Lee,?,,USA,-109kg,Olympics 2020,2019,0,-1,,,London Barbell,?,9,Silver,World Record,Olympic,Yes,Adidas
ath_5123,Maria Rossi,Female,,Brazil,,National Open,2022,119.5,,300kg,,Berlin Power,Unknown,16,,,Olympic,?,Rogue
5125,?,unknown,25,spain,-81kg,Junior Championship,2025,0,,,,Tokyo Lift Club,Anna Müller,8,Bronze,Personal Best,Functional,N,Reebok
ath_5125,,unknown,?,Germany,-81kg,National Open,?,0,-1,,,Beijing Barbell,Unknown,,Gold,,Olympic,N,Rogue
ath_5126,Sarah Johnson,F,,RUS,-55kg,Olympics 2020,2020,?,141.6,?,56.1,Team USA,?,,?,National Record,CrossFit,Y,Nike
ath_5127,James Lee,Female,38,Unknown,-55kg,,2020,0,,,72kg,Beijing Barbell,Unknown,?,Silver,?,?,?,Under Armour
ath_5128,Sarah Johnson,Male,44,Japan,-55kg,Continental Cup,2016,98.5,,300kg,?,Tokyo Lift Club,Michael Johnson,,Gold,?,CrossFit,Yes,Under Armour
ath_5129,Miguel Santos,F,61,Spain,-67kg,Olympics 2020,2014,?,146kg,?,,CN Barcelona,Pedro López,14,,,?,?,Adidas
ath_5130,Sofia López,Male,24,spain,,Panamerican Games,2010,0,148kg,?,98kg,Team USA,,?,Bronze,?,Functional,No,Rogue
,?,F,?,China,-96kg,?,2021,?,-1,,60.7,Roma Lifting,Michael Johnson,?,Gold,Personal Best,Powerlifting,No,Rogue
,David Müller,Female,,Japan,-67kg,World Championship,,0,148.0,140.0,?,Roma Lifting,,0,?,National Record,,No,unknown
,Li Wei,F,?,usa,+109kg,Tokyo 2021,,83.6,,169.9,115kg,Tokyo Lift Club,Li Zhang,0,Bronze,?,CrossFit,N,
,John Smith,unknown,?,Japan,+109kg,European Cup,2016,,,300kg,?,Roma Lifting,Pedro López,,Bronze,National Record,Olympic,No,Puma
ath_5135,Maria Rossi,F,,China,-96kg,Continental Cup,2011,88kg,,300kg,46.5,unknown,Carlos Ruiz,12,?,,Functional,unknown,Reebok
5137,Sarah Johnson,F,14,France,-55kg,European Cup,2024,?,?,,,London Barbell,Li Zhang,,,World Record,,Y,Under Armour
5138,Youssef Ahmed,?,,Mexico,73KG,World Championship,2024,104kg,213kg,312.6,130.9,unknown,Anna Müller,20,Silver,,?,?,unknown
ath_5138,Emma Brown,unknown,33,Italy,+109kg,Continental Cup,2024,,?,300kg,,Tokyo Lift Club,Unknown,0,Bronze,,Functional,unknown,Eleiko
5140,Miguel Santos,Male,,Japan,-61kg,World Championship,2021,,,?,,Cairo Strong,Pedro López,?,?,World Record,Functional,No,
5141,Sarah Johnson,Male,?,France,-96kg,?,2021,,?,?,?,Tokyo Lift Club,,0,Gold,,Powerlifting,Y,Rogue
,Miguel Santos,?,38,Germany,-96kg,World Championship,2021,,93kg,307.7,?,Berlin Power,Li Zhang,10,Silver,World Record,CrossFit,N,Puma
ath_5142,James Lee,Female,?,Unknown,-55kg,,2010,,?,300kg,105kg,Beijing Barbell,Unknown,,?,National Record,,unknown,unknown
5144,Miguel Santos,Female,?,BRA,-96kg,World Championship,2014,?,186kg,227.4,55.6,Tokyo Lift Club,Michael Johnson,,Silver,?,CrossFit,Y,Puma
5145,Unknown,F,?,Egypt,73KG,?,2010,?,118kg,?,,unknown,Unknown,8,Bronze,,CrossFit,Y,
ath_5145,?,?,,BRA,-55kg,National Open,2016,89kg,?,,102kg,London Barbell,,11,,,,unknown,Eleiko
,Sarah Johnson,unknown,?,Mexico,+109kg,Tokyo 2021,2018,137.1,?,300kg,?,London Barbell,?,1,?,World Record,Olympic,Yes,unknown
ath_5147,Emma Brown,Female,18,France,-61kg,,2024,0,107.6,128.6,?,Beijing Barbell,Unknown,,Bronze,World Record,Powerlifting,No,Puma
5149,Sarah Johnson,Female,,spain,-67kg,Panamerican Games,2023,158.7,170kg,,?,Beijing Barbell,?,?,,,Powerlifting,Y,unknown
,Youssef Ahmed,unknown,,Unknown,-55kg,Tokyo 2021,,?,208.7,?,89.2,Cairo Strong,,19,?,,Powerlifting,Y,Rogue
ath_5150,Anna Kowalska,Female,36,Russia,73KG,Junior Championship,2022,?,-1,300kg,109kg,Cairo Strong,Li Zhang,4,,World Record,Olympic,unknown,Rogue
,John Smith,M,24,USA,-81kg,,2019,?,?,300kg,,Team USA,Carlos Ruiz,0,Silver,National Record,,Yes,Rogue
,James Lee,unknown,20,France,-61kg,Junior Championship,2023,109.6,,,?,Roma Lifting,Carlos Ruiz,0,Silver,Personal Best,,?,Rogue
5154,Elena Petrova,F,?,RUS,-55kg,Olympics 2020,?,0,119.2,?,,Roma Lifting,Carlos Ruiz,?,Bronze,Personal Best,Olympic,Yes,Puma
5155,Maria Rossi,F,19,Japan,73KG,Junior Championship,2025,,172kg,?,138.6,unknown,Michael Johnson,0,Gold,,Olympic,Y,Reebok
5156,,F,35,Germany,-73kg,World Championship,2024,0,,300kg,,Beijing Barbell,,,,National Record,Olympic,Y,Nike
,Sofia López,Female,?,China,,,2024,,111kg,?,,unknown,Carlos Ruiz,,Bronze,,?,No,Eleiko
5158,Sofia López,F,,Brazil,+109kg,Panamerican Games,2020,?,?,300kg,56kg,Cairo Strong,?,,?,National Record,CrossFit,N,
5159,Hiro Tanaka,?,16,Spain,-73kg,Panamerican Games,2024,115.6,217kg,?,,Roma Lifting,Carlos Ruiz,,Silver,National Record,Olympic,Yes,unknown
ath_5159,Elena Petrova,Female,?,usa,-81kg,?,2024,,,300kg,,CN Barcelona,Michael Johnson,0,,,Olympic,unknown,Adidas
,Emma Brown,Female,41,Japan,73KG,European Cup,2019,0,93.6,,113kg,Cairo Strong,Carlos Ruiz,,Gold,National Record,CrossFit,No,Puma
ath_5161,David Müller,Male,?,China,-96kg,National Open,2023,,,213.5,61kg,Team USA,?,5,?,,Functional,Yes,Puma
,Carlos Ruiz,Female,,RUS,73KG,European Cup,2012,59kg,?,,,Berlin Power,,18,?,Personal Best,Olympic,No,Puma
5164,Elena Petrova,Female,31,Russia,+109kg,Continental Cup,2015,,122.6,300kg,,Beijing Barbell,Anna Müller,20,Bronze,,?,?,Rogue
,James Lee,Female,42,spain,-73kg,Olympics 2020,9999,,-1,,111kg,unknown,Michael Johnson,10,,World Record,Olympic,N,Reebok
,Li Wei,Male,44,usa,73KG,Junior Championship,,0,,?,,Tokyo Lift Club,Pedro López,?,Silver,National Record,Olympic,Y,Eleiko
ath_5166,James Lee,F,37,RUS,-55kg,Continental Cup,2019,,-1,346.1,109.8,Tokyo Lift Club,Li Zhang,,Bronze,World Record,Olympic,Y,Eleiko
,James Lee,M,23,usa,+109kg,?,2011,,,,?,Team USA,Unknown,19,Gold,National Record,Functional,unknown,Rogue
5169,Anna Kowalska,F,,USA,-96kg,World Championship,2023,0,?,300kg,?,Roma Lifting,,,,National Record,,unknown,Rogue
ath_5169,Anna Kowalska,F,42,France,-73kg,World Championship,2015,96.3,-1,333.3,,Roma Lifting,Li Zhang,0,Bronze,National Record,Powerlifting,?,Reebok
ath_5170,,?,,Japan,-96kg,Junior Championship,2015,115kg,,,58kg,Cairo Strong,,?,Bronze,World Record,Olympic,Y,unknown
ath_5171,Emma Brown,unknown,?,spain,73KG,European Cup,2019,?,137kg,201.1,84.6,CN Barcelona,,7,?,National Record,CrossFit,Y,Eleiko
,David Müller,Female,52,Germany,-81kg,,2021,,-1,331.4,?,Berlin Power,?,?,Bronze,National Record,Functional,unknown,Nike
ath_5173,John Smith,?,?,Russia,-81kg,European Cup,2020,0,157.5,,?,Madrid Strength,,?,?,National Record,Powerlifting,Yes,Under Armour
,Unknown,unknown,?,RUS,-61kg,World Championship,2023,81kg,74.1,300kg,92kg,Madrid Strength,Pedro López,,Bronze,?,?,Yes,Rogue
,?,Female,?,Mexico,,,2020,0,-1,151.7,?,Berlin Power,Anna Müller,?,?,National Record,Powerlifting,No,Adidas
,Li Wei,?,,Japan,-96kg,?,2025,0,?,300kg,94kg,Roma Lifting,Carlos Ruiz,?,,?,Olympic,N,Nike
ath_5177,David Müller,F,38,Japan,-81kg,World Championship,2015,,,,82.9,Berlin Power,Carlos Ruiz,0,Gold,World Record,,unknown,Nike
,Hiro Tanaka,?,17,Italy,-109kg,Olympics 2020,2011,70kg,217kg,?,?,CN Barcelona,Michael Johnson,?,,National Record,,unknown,Reebok
5180,,unknown,19,Germany,-109kg,Olympics 2020,9999,147kg,120.3,363.7,?,Cairo Strong,Carlos Ruiz,,Silver,Personal Best,Powerlifting,unknown,unknown
5181,,Male,?,BRA,-96kg,Junior Championship,2019,,-1,?,,Roma Lifting,,?,Silver,,,Yes,Puma
5182,Li Wei,unknown,68,China,-109kg,,2019,?,106kg,204.5,63.3,Team USA,Li Zhang,?,Bronze,Personal Best,Functional,No,Reebok
ath_5182,James Lee,F,?,Mexico,,Panamerican Games,2016,,,,110kg,Roma Lifting,Unknown,12,Bronze,National Record,Olympic,No,Under Armour
ath_5183,,M,?,Germany,-55kg,Junior Championship,?,167.7,-1,225.9,82kg,Madrid Strength,Anna Müller,?,Bronze,,,Y,Reebok
ath_5184,Laura Gómez,Male,62,BRA,73KG,?,2023,144kg,168kg,,114.5,CN Barcelona,Anna Müller,?,,World Record,Olympic,Y,Reebok
5186,Anna Kowalska,?,?,Unknown,-55kg,Olympics 2020,9999,,83kg,?,70kg,Tokyo Lift Club,Pedro López,1,,,,No,Eleiko
,John Smith,M,?,Japan,-67kg,World Championship,2017,177kg,,247.5,126.3,Cairo Strong,Anna Müller,,,World Record,CrossFit,unknown,Under Armour
5188,Carlos Ruiz,?,27,Italy,-109kg,World Championship,2025,,,?,,unknown,Li Zhang,0,,?,CrossFit,N,Reebok
ath_5188,,F,29,Unknown,-55kg,Tokyo 2021,9999,?,?,375.6,?,Tokyo Lift Club,Pedro López,,Silver,Personal Best,CrossFit,Yes,Adidas
,Anna Kowalska,Female,19,BRA,-67kg,Panamerican Games,2012,0,,139.2,?,Cairo Strong,Li Zhang,2,Bronze,,?,Y,unknown
ath_5190,?,M,,BRA,-81kg,Panamerican Games,2011,142.3,,300kg,,CN Barcelona,Michael Johnson,3,Gold,World Record,Powerlifting,No,Reebok
ath_5191,Unknown,Female,42,Brazil,73KG,Olympics 2020,2019,103kg,165.3,261.1,116.1,London Barbell,Li Zhang,0,Bronze,Personal Best,,No,unknown
5193,Laura Gómez,unknown,?,Spain,-73kg,Tokyo 2021,,152.8,-1,300kg,107kg,London Barbell,,12,,,Powerlifting,Yes,Rogue
,Sarah Johnson,unknown,25,France,-67kg,Olympics 2020,2011,156.9,?,300kg,62.5,Tokyo Lift Club,Unknown,0,Silver,,Functional,unknown,Adidas
5195,Emma Brown,?,?,Italy,-81kg,Junior Championship,2019,101.3,?,300kg,64kg,London Barbell,Michael Johnson,0,Bronze,,Functional,Yes,Puma
,Maria Rossi,Male,18,China,73KG,Olympics 2020,,0,125.2,300kg,86kg,CN Barcelona,Carlos Ruiz,?,Silver,?,Functional,Yes,Nike
ath_5196,Li Wei,Male,15,spain,-67kg,World Championship,2021,146.6,190.5,300kg,72kg,CN Barcelona,?,?,Silver,World Record,Powerlifting,No,Nike
5198,Elena Petrova,Male,,Spain,73KG,Continental Cup,,0,176.8,?,95kg,Beijing Barbell,Anna Müller,0,Silver,World Record,Olympic,Y,Nike
,Elena Petrova,Male,38,Unknown,-55kg,European Cup,2010,?,-1,337.2,55kg,London Barbell,Carlos Ruiz,?,,,?,N,unknown
5200,Sarah Johnson,M,?,RUS,-73kg,World Championship,2024,0,-1,,129.8,London Barbell,Pedro López,?,,National Record,CrossFit,N,Reebok
ath_5200,Unknown,?,?,Spain,-61kg,Olympics 2020,2018,?,-1,300kg,,Cairo Strong,Pedro López,17,Gold,,CrossFit,unknown,Nike
,Unknown,unknown,?,Russia,,Olympics 2020,?,134kg,,300kg,48.8,unknown,?,6,Bronze,?,Olympic,?,Puma
,Li Wei,unknown,,France,-55kg,European Cup,2024,129.9,141.7,357.4,135.3,Team USA,Carlos Ruiz,,Silver,National Record,Functional,unknown,
ath_5203,James Lee,Female,31,USA,+109kg,National Open,2017,82.6,?,182.8,?,Madrid Strength,Unknown,,Bronze,,Functional,Y,unknown
5205,David Müller,F,,RUS,-81kg,Tokyo 2021,2024,145kg,176kg,300kg,77kg,London Barbell,Michael Johnson,0,?,,Powerlifting,Yes,Rogue
,Anna Kowalska,M,62,RUS,-67kg,Panamerican Games,?,,?,162.1,63.4,Beijing Barbell,Li Zhang,?,Gold,,CrossFit,Yes,Under Armour
,Sofia López,M,,CHN,,Junior Championship,?,161kg,-1,,,Madrid Strength,?,0,Bronze,National Record,Powerlifting,Yes,unknown
,Youssef Ahmed,F,,CHN,-96kg,Continental Cup,2014,69kg,123kg,,,Tokyo Lift Club,Michael Johnson,?,,National Record,Functional,Yes,Puma
ath_5208,Maria Rossi,Female,?,Germany,+109kg,Junior Championship,2021,0,76.0,300kg,,Cairo Strong,Anna Müller,0,Silver,,,No,Under Armour
ath_5209,Carlos Ruiz,?,43,USA,-67kg,?,2019,0,189kg,?,?,Roma Lifting,Li Zhang,?,,World Record,?,Y,Puma
ath_5210,Sofia López,unknown,?,RUS,-61kg,National Open,2017,0,-1,,?,Tokyo Lift Club,Anna Müller,0,,,Functional,Yes,unknown
5212,Unknown,M,?,China,-96kg,European Cup,2024,?,-1,234.4,87kg,Madrid Strength,Pedro López,0,,?,Olympic,Yes,Under Armour
5213,Miguel Santos,M,44,USA,73KG,Tokyo 2021,2023,116kg,-1,,71kg,unknown,Anna Müller,15,Gold,?,Functional,?,Reebok
ath_5213,Unknown,Female,37,Italy,-61kg,Olympics 2020,?,163.6,?,?,76kg,Team USA,Li Zhang,?,?,?,CrossFit,No,Adidas
,Sarah Johnson,M,33,Unknown,,Panamerican Games,2013,0,161.6,?,,Tokyo Lift Club,Li Zhang,19,,?,?,unknown,Rogue
5216,John Smith,?,38,Unknown,+109kg,,2022,0,-1,198.5,,Berlin Power,Li Zhang,15,Bronze,National Record,,Y,unknown
5217,David Müller,Male,?,usa,-55kg,European Cup,2024,,121kg,244.7,96kg,unknown,Unknown,17,Bronze,,,Y,Under Armour
5218,John Smith,unknown,14,RUS,-61kg,Junior Championship,2018,135kg,144kg,,64.2,CN Barcelona,Unknown,0,Silver,,Functional,?,Puma
5219,Maria Rossi,Male,21,France,-61kg,World Championship,2011,89kg,-1,140.7,,Cairo Strong,?,0,Bronze,,?,unknown,Nike
5220,Anna Kowalska,?,?,China,-109kg,Olympics 2020,2021,110.1,158kg,232.5,107kg,Cairo Strong,,0,,,,Yes,unknown
ath_5220,John Smith,Female,?,Italy,,Continental Cup,2021,,-1,,?,Madrid Strength,,14,Gold,World Record,Olympic,No,Reebok
,Sofia López,Female,,RUS,-81kg,National Open,2019,?,173.0,,70.1,unknown,Carlos Ruiz,,,World Record,?,No,Adidas
,John Smith,F,?,CHN,,Continental Cup,2023,154kg,-1,?,64kg,Berlin Power,Michael Johnson,11,Silver,National Record,Functional,unknown,unknown
ath_5223,,M,17,France,-81kg,European Cup,2011,136kg,-1,?,108kg,Roma Lifting,Carlos Ruiz,3,,World Record,CrossFit,N,Nike
5225,Sofia López,Male,?,France,-55kg,Panamerican Games,2022,144kg,,300kg,61kg,Beijing Barbell,Unknown,,?,?,?,Y,unknown
ath_5225,Unknown,F,21,France,-73kg,,2010,0,,288.9,58kg,Beijing Barbell,Unknown,19,Silver,Personal Best,Functional,?,unknown
5227,Anna Kowalska,Female,32,Germany,73KG,Tokyo 2021,2017,,199.4,300kg,61kg,Berlin Power,?,?,Silver,Personal Best,,Y,Rogue
ath_5227,Youssef Ahmed,M,?,Egypt,,Continental Cup,2015,0,87.0,317.0,?,Roma Lifting,Li Zhang,,,World Record,,No,Under Armour
5229,John Smith,unknown,44,Germany,,Junior Championship,2013,?,?,,57kg,London Barbell,Carlos Ruiz,,,National Record,Functional,Y,Puma
