athlete_id,name,gender,age,country,category,competition,year,snatch_kg,clean_and_jerk_kg,total_kg,body_weight_kg,team,coach,event_rank,medal,record_status,lifting_style,injury_history,sponsor
4485,laura gómez,,34.0,mexico,73kg,national open,2015.0,74.0,145.0,300.0,90.0,roma lifting,pedro lópez,0.0,bronze,,olympic,,eleiko
ath_4485,emma brown,m,34.0,,73kg,panamerican games,2025.0,84.0,145.0,300.0,106.5,team usa,michael johnson,,gold,,functional,n,adidas
ath_4486,miguel santos,m,34.0,usa,-67kg,tokyo 2021,2024.0,119.7,200.7,300.0,90.0,madrid strength,,,,personal best,powerlifting,,reebok
4488,carlos ruiz,m,34.0,spain,-61kg,world championship,2019.0,84.0,90.0,300.0,97.1,berlin power,pedro lópez,,,,powerlifting,,nike
4489,john smith,f,20.0,bra,-55kg,olympics 2020,2015.0,84.0,145.0,300.0,90.0,team usa,li zhang,0.0,,personal best,crossfit,n,eleiko
4490,hiro tanaka,f,28.0,germany,-81kg,panamerican games,2022.0,84.0,87.0,368.9,90.0,cairo strong,carlos ruiz,0.0,,world record,functional,yes,eleiko
,anna kowalska,,34.0,italy,-96kg,olympics 2020,2018.0,63.8,145.0,254.3,59.9,beijing barbell,li zhang,0.0,bronze,,crossfit,,puma
ath_4491,,m,34.0,rus,-61kg,,2021.0,0.0,145.0,300.0,144.1,london barbell,pedro lópez,0.0,,national record,olympic,y,eleiko
,youssef ahmed,m,34.0,mexico,+109kg,continental cup,2015.0,84.0,98.1,145.0,104.0,madrid strength,li zhang,,,national record,crossfit,,nike
,,,10.0,chn,-67kg,national open,2021.0,147.0,145.0,208.1,85.0,roma lifting,,19.0,,,crossfit,no,
ath_4494,anna kowalska,f,34.0,italy,-81kg,panamerican games,2022.0,155.0,145.0,300.0,99.0,roma lifting,,18.0,gold,,powerlifting,no,under armour
4496,elena petrova,male,34.0,japan,-73kg,european cup,2015.0,0.0,145.0,300.0,87.0,tokyo lift club,anna müller,0.0,,world record,olympic,,under armour
,youssef ahmed,,37.0,,-55kg,national open,2015.0,84.0,145.0,300.0,104.0,roma lifting,pedro lópez,,bronze,national record,functional,no,under armour
ath_4497,hiro tanaka,,26.0,usa,-96kg,world championship,2015.0,157.0,145.0,300.0,94.0,beijing barbell,pedro lópez,,,,crossfit,yes,reebok
4499,emma brown,f,28.0,spain,-73kg,continental cup,2015.0,84.0,145.0,240.3,86.4,,carlos ruiz,,,world record,,no,adidas
4500,carlos ruiz,female,34.0,usa,-73kg,panamerican games,2023.0,84.0,145.0,300.0,90.0,tokyo lift club,,,gold,,,,
,david müller,,34.0,egypt,-109kg,junior championship,2012.0,61.3,145.0,300.0,90.0,,carlos ruiz,,gold,,crossfit,,rogue
ath_4501,david müller,,34.0,germany,73kg,panamerican games,2023.0,84.0,212.7,300.0,90.0,cairo strong,li zhang,0.0,gold,,powerlifting,,adidas
ath_4502,,f,34.0,japan,73kg,,2024.0,84.0,145.0,300.0,141.9,london barbell,michael johnson,,silver,,powerlifting,yes,reebok
ath_4503,sofia lópez,,19.0,spain,-109kg,,2025.0,0.0,217.0,363.7,90.0,madrid strength,carlos ruiz,2.0,,national record,powerlifting,y,puma
ath_4504,youssef ahmed,female,24.0,spain,+109kg,junior championship,2023.0,84.0,145.0,300.0,74.0,madrid strength,,,,national record,powerlifting,,puma
4506,,,20.0,chn,-109kg,world championship,2023.0,84.0,145.0,300.0,90.0,team usa,michael johnson,0.0,,national record,,y,adidas
4507,maria rossi,,34.0,france,,tokyo 2021,2011.0,126.2,85.0,300.0,90.0,tokyo lift club,li zhang,,,,crossfit,n,under armour
,sarah johnson,,29.0,bra,-73kg,panamerican games,2014.0,84.0,145.0,300.0,114.0,berlin power,li zhang,0.0,,,,n,rogue
ath_4508,carlos ruiz,male,34.0,spain,-109kg,european cup,2012.0,84.0,145.0,300.0,45.1,beijing barbell,li zhang,,silver,personal best,,yes,nike
ath_4509,laura gómez,f,22.0,chn,-109kg,tokyo 2021,2015.0,107.5,145.0,300.0,90.0,team usa,,,gold,,powerlifting,y,adidas
ath_4510,carlos ruiz,female,43.0,japan,-96kg,junior championship,2021.0,56.0,105.5,300.0,90.0,tokyo lift club,,,,,olympic,no,
ath_4511,laura gómez,m,34.0,,-61kg,continental cup,2017.0,57.0,219.0,300.0,90.0,team usa,li zhang,10.0,,personal best,powerlifting,,eleiko
,laura gómez,,34.0,usa,-73kg,tokyo 2021,2015.0,108.6,112.0,264.5,143.4,cairo strong,li zhang,0.0,,personal best,olympic,,rogue
4514,maria rossi,female,23.0,brazil,-96kg,olympics 2020,2021.0,94.0,169.0,300.0,132.1,london barbell,anna müller,0.0,gold,,crossfit,y,rogue
ath_4514,laura gómez,,23.0,rus,-55kg,junior championship,2020.0,84.0,145.0,300.0,99.4,london barbell,pedro lópez,,,national record,crossfit,n,
,james lee,m,39.0,usa,-96kg,european cup,2025.0,113.0,145.0,134.1,90.0,roma lifting,,10.0,,,crossfit,,puma
4517,maria rossi,male,39.0,mexico,,continental cup,2015.0,0.0,145.0,300.0,90.0,beijing barbell,michael johnson,,,,olympic,n,
,anna kowalska,m,34.0,mexico,-109kg,,2015.0,0.0,108.5,300.0,90.0,beijing barbell,,,bronze,personal best,olympic,,nike
ath_4518,david müller,f,34.0,russia,-81kg,tokyo 2021,2022.0,0.0,145.0,300.0,120.0,cairo strong,michael johnson,,silver,,,,under armour
,carlos ruiz,f,34.0,,-61kg,,2017.0,0.0,145.0,300.0,90.0,tokyo lift club,pedro lópez,,,national record,olympic,,adidas
,,female,34.0,spain,-67kg,olympics 2020,2013.0,104.0,79.0,128.8,90.0,beijing barbell,pedro lópez,14.0,silver,world record,crossfit,no,
ath_4521,john smith,female,40.0,usa,-81kg,european cup,2013.0,84.0,124.0,300.0,90.0,tokyo lift club,pedro lópez,,,national record,crossfit,y,eleiko
ath_4522,youssef ahmed,,34.0,egypt,-81kg,,2024.0,84.0,145.0,185.9,109.0,berlin power,pedro lópez,,silver,world record,crossfit,,rogue
4524,john smith,f,34.0,france,-61kg,junior championship,2015.0,84.0,145.0,252.5,90.0,tokyo lift club,,0.0,gold,,powerlifting,n,
ath_4524,miguel santos,female,34.0,spain,-96kg,,2015.0,134.2,145.0,270.9,90.0,madrid strength,,13.0,bronze,,olympic,y,under armour
ath_4525,emma brown,male,50.0,spain,-73kg,european cup,2023.0,84.0,145.0,300.0,90.0,tokyo lift club,,15.0,,personal best,functional,no,under armour
4527,elena petrova,female,46.0,mexico,-55kg,junior championship,2020.0,84.0,100.3,137.9,90.0,london barbell,pedro lópez,,bronze,world record,powerlifting,y,reebok
,youssef ahmed,m,34.0,chn,73kg,national open,2018.0,84.0,145.0,300.0,90.0,madrid strength,li zhang,20.0,gold,national record,,,puma
,,f,34.0,usa,-55kg,junior championship,2021.0,0.0,145.0,300.0,50.1,roma lifting,,,,,olympic,y,nike
4530,anna kowalska,male,30.0,brazil,-96kg,panamerican games,2022.0,84.0,154.0,285.6,147.8,madrid strength,,0.0,bronze,,crossfit,n,eleiko
4531,miguel santos,female,14.0,chn,-96kg,continental cup,2025.0,84.0,145.0,300.0,68.0,madrid strength,anna müller,1.0,,national record,,,
ath_4531,hiro tanaka,m,34.0,japan,,panamerican games,2012.0,84.0,145.0,300.0,90.0,cairo strong,,0.0,,world record,olympic,,nike
ath_4532,maria rossi,m,34.0,spain,-61kg,world championship,2021.0,131.0,145.0,300.0,102.0,tokyo lift club,,,,,powerlifting,,eleiko
ath_4533,,f,34.0,usa,-55kg,national open,2012.0,0.0,147.8,300.0,89.0,tokyo lift club,,11.0,bronze,world record,functional,y,
,hiro tanaka,,39.0,germany,-73kg,tokyo 2021,2011.0,84.0,173.0,300.0,97.0,team usa,michael johnson,19.0,,national record,,,rogue
,james lee,m,43.0,spain,-96kg,panamerican games,2011.0,0.0,79.0,300.0,122.1,team usa,,17.0,,personal best,,n,eleiko
ath_4536,carlos ruiz,male,39.0,rus,+109kg,,2015.0,0.0,193.2,300.0,90.0,tokyo lift club,carlos ruiz,0.0,,,,yes,eleiko
ath_4537,john smith,m,20.0,france,-61kg,panamerican games,2015.0,105.0,145.0,300.0,115.0,cairo strong,pedro lópez,0.0,silver,national record,olympic,,under armour
,james lee,,34.0,usa,-73kg,world championship,2013.0,66.0,82.0,300.0,90.0,cn barcelona,,20.0,,world record,powerlifting,,nike
4540,miguel santos,male,28.0,rus,+109kg,,2010.0,84.0,145.0,300.0,90.0,madrid strength,li zhang,,,,powerlifting,,under armour
,elena petrova,female,34.0,germany,-67kg,panamerican games,2014.0,0.0,183.0,150.4,90.0,beijing barbell,michael johnson,,silver,world record,crossfit,,eleiko
4542,li wei,male,34.0,,73kg,panamerican games,2022.0,84.0,145.0,189.1,90.0,tokyo lift club,michael johnson,17.0,,,olympic,y,rogue
,miguel santos,,34.0,japan,+109kg,national open,2015.0,84.0,145.0,294.2,100.1,cn barcelona,,,gold,,powerlifting,yes,eleiko
,anna kowalska,,34.0,chn,73kg,world championship,2015.0,84.0,129.0,300.0,90.0,tokyo lift club,pedro lópez,0.0,,,powerlifting,y,adidas
ath_4544,sofia lópez,,34.0,egypt,-109kg,panamerican games,2025.0,84.0,145.0,300.0,90.0,beijing barbell,carlos ruiz,13.0,,,olympic,,puma
4546,maria rossi,f,34.0,france,,world championship,2020.0,118.2,145.0,300.0,144.1,beijing barbell,,,,world record,,,rogue
ath_4546,james lee,female,34.0,france,,junior championship,2015.0,91.0,145.0,235.5,90.0,cn barcelona,,,bronze,,,yes,eleiko
4548,sarah johnson,,34.0,usa,-81kg,olympics 2020,2015.0,84.0,145.0,123.7,115.0,tokyo lift club,carlos ruiz,10.0,,personal best,crossfit,no,
4549,li wei,,34.0,spain,-73kg,tokyo 2021,2025.0,84.0,114.0,300.0,90.0,team usa,,,,,,y,eleiko
ath_4549,james lee,female,15.0,japan,-61kg,world championship,2018.0,129.0,171.9,300.0,74.7,cairo strong,pedro lópez,18.0,,,olympic,y,
ath_4550,sofia lópez,m,34.0,egypt,-81kg,,2025.0,0.0,86.2,300.0,90.0,,michael johnson,9.0,,personal best,powerlifting,no,adidas
4552,maria rossi,male,34.0,mexico,+109kg,world championship,2012.0,84.0,145.0,323.1,68.0,,michael johnson,0.0,,,powerlifting,yes,under armour
,john smith,,35.0,egypt,-67kg,junior championship,2021.0,86.6,145.0,212.5,93.0,berlin power,pedro lópez,,bronze,personal best,crossfit,,puma
,anna kowalska,m,34.0,russia,-96kg,national open,2018.0,64.9,145.0,300.0,87.5,beijing barbell,michael johnson,,gold,,,no,rogue
ath_4554,li wei,female,37.0,bra,73kg,european cup,2016.0,0.0,106.0,300.0,90.0,beijing barbell,anna müller,3.0,,,olympic,n,nike
ath_4555,carlos ruiz,f,34.0,japan,-55kg,,2015.0,84.0,145.0,355.4,62.7,,anna müller,,gold,,powerlifting,y,
4557,,male,34.0,rus,-81kg,world championship,2015.0,160.1,136.0,300.0,63.0,berlin power,carlos ruiz,0.0,silver,,powerlifting,,reebok
4558,maria rossi,m,57.0,china,-73kg,junior championship,2025.0,54.0,216.8,300.0,140.8,roma lifting,,11.0,,,,yes,reebok
,maria rossi,,34.0,brazil,,tokyo 2021,2015.0,84.0,145.0,300.0,52.0,cn barcelona,pedro lópez,,,,powerlifting,,under armour
ath_4559,li wei,male,11.0,usa,-73kg,,2023.0,149.1,203.1,300.0,90.5,team usa,anna müller,0.0,,,,yes,
,carlos ruiz,,56.0,china,-61kg,junior championship,2019.0,84.0,145.0,300.0,72.0,madrid strength,carlos ruiz,9.0,gold,national record,,y,rogue
4562,carlos ruiz,m,34.0,spain,+109kg,panamerican games,2010.0,84.0,145.0,300.0,117.1,team usa,pedro lópez,,gold,personal best,,no,under armour
4563,sarah johnson,,11.0,egypt,-61kg,national open,2013.0,84.0,145.0,300.0,90.0,london barbell,,0.0,,personal best,powerlifting,yes,
ath_4563,maria rossi,f,34.0,spain,-81kg,olympics 2020,2020.0,95.0,80.2,300.0,90.0,london barbell,michael johnson,0.0,bronze,world record,,y,puma
ath_4564,sofia lópez,,34.0,bra,-73kg,panamerican games,2015.0,84.0,206.0,366.9,97.0,tokyo lift club,li zhang,0.0,gold,,powerlifting,yes,adidas
,sofia lópez,male,45.0,mexico,,,2021.0,84.0,121.5,300.0,90.0,berlin power,,,gold,,powerlifting,no,
4567,miguel santos,male,34.0,spain,-109kg,olympics 2020,2024.0,50.0,145.0,300.0,90.0,beijing barbell,anna müller,9.0,bronze,national record,olympic,,eleiko
4568,,male,34.0,chn,-81kg,tokyo 2021,2013.0,119.2,145.0,373.7,90.0,team usa,li zhang,15.0,gold,world record,powerlifting,no,
4569,laura gómez,m,34.0,china,-81kg,panamerican games,2011.0,84.0,145.0,266.1,142.2,tokyo lift club,michael johnson,20.0,,world record,,no,nike
,elena petrova,,34.0,mexico,-55kg,world championship,2014.0,84.0,145.0,300.0,50.0,,michael johnson,15.0,bronze,national record,,y,nike
ath_4570,,,37.0,france,73kg,olympics 2020,2018.0,84.0,145.0,315.5,105.1,tokyo lift club,,,gold,national record,functional,n,
ath_4571,laura gómez,,34.0,rus,-96kg,junior championship,2017.0,84.0,145.0,277.6,77.9,london barbell,li zhang,,,,,,nike
ath_4572,james lee,male,18.0,japan,-81kg,world championship,2013.0,107.5,144.0,349.0,103.0,cn barcelona,,0.0,,,olympic,yes,nike
4574,hiro tanaka,,34.0,egypt,-61kg,national open,2014.0,140.0,145.0,300.0,90.0,beijing barbell,pedro lópez,,,world record,olympic,no,nike
,li wei,male,34.0,chn,+109kg,national open,2015.0,0.0,145.0,300.0,90.0,berlin power,pedro lópez,0.0,gold,world record,,yes,rogue
ath_4575,laura gómez,,34.0,germany,,tokyo 2021,2011.0,54.2,145.0,300.0,51.0,beijing barbell,michael johnson,18.0,,,crossfit,yes,puma
ath_4576,miguel santos,f,39.0,brazil,-81kg,world championship,2012.0,124.8,145.0,300.0,85.0,cairo strong,,0.0,gold,national record,functional,no,rogue
4578,laura gómez,f,42.0,brazil,,world championship,2011.0,64.3,145.0,300.0,90.0,team usa,anna müller,0.0,,national record,,y,
4579,maria rossi,,55.0,japan,-55kg,junior championship,2020.0,84.0,145.0,300.0,133.0,roma lifting,li zhang,,,national record,powerlifting,y,
ath_4579,miguel santos,m,34.0,brazil,-73kg,world championship,2015.0,167.0,76.0,300.0,90.0,london barbell,,0.0,bronze,,olympic,y,nike
ath_4580,youssef ahmed,,67.0,bra,+109kg,european cup,2023.0,118.8,145.0,300.0,119.0,roma lifting,carlos ruiz,10.0,,national record,olympic,y,reebok
,anna kowalska,male,34.0,brazil,-96kg,,2015.0,84.0,145.0,300.0,110.0,,li zhang,,gold,personal best,crossfit,yes,rogue
,miguel santos,female,34.0,egypt,-109kg,continental cup,2025.0,84.0,145.0,160.5,70.8,,anna müller,,,personal best,olympic,,under armour
,miguel santos,,35.0,spain,-73kg,olympics 2020,2020.0,93.0,145.0,300.0,109.0,cn barcelona,anna müller,,,,olympic,,
4585,,m,34.0,brazil,,world championship,2019.0,84.0,145.0,300.0,45.8,tokyo lift club,li zhang,0.0,,world record,powerlifting,,under armour
4586,john smith,male,15.0,chn,+109kg,world championship,2015.0,84.0,164.0,300.0,90.0,roma lifting,,,,,functional,n,adidas
4587,maria rossi,,37.0,france,-61kg,olympics 2020,2015.0,51.0,145.0,300.0,61.0,berlin power,li zhang,0.0,,,olympic,no,eleiko
ath_4587,miguel santos,,34.0,germany,+109kg,,2013.0,125.2,147.3,148.9,91.0,,anna müller,20.0,bronze,personal best,,n,under armour
ath_4588,laura gómez,,34.0,japan,-109kg,tokyo 2021,2025.0,0.0,97.0,300.0,90.0,cn barcelona,carlos ruiz,0.0,silver,personal best,,,adidas
4590,david müller,male,34.0,russia,-61kg,national open,2020.0,57.0,84.8,300.0,106.0,cn barcelona,pedro lópez,14.0,,personal best,functional,,adidas
ath_4590,john smith,f,21.0,bra,+109kg,junior championship,2023.0,84.0,145.0,168.7,90.0,cairo strong,carlos ruiz,,,,functional,no,puma
4592,john smith,,34.0,italy,,national open,2017.0,84.0,145.0,300.0,89.6,cn barcelona,pedro lópez,0.0,silver,,olympic,n,rogue
ath_4592,li wei,m,34.0,germany,-55kg,olympics 2020,2014.0,0.0,145.0,300.0,90.0,,anna müller,0.0,,national record,crossfit,,under armour
ath_4593,,,34.0,spain,73kg,olympics 2020,2015.0,0.0,98.0,300.0,115.1,london barbell,anna müller,,,world record,olympic,no,rogue
4595,elena petrova,f,34.0,egypt,-81kg,tokyo 2021,2018.0,111.0,74.0,300.0,90.0,cn barcelona,anna müller,,bronze,,functional,yes,nike
4596,laura gómez,male,34.0,spain,-109kg,national open,2020.0,84.0,145.0,343.6,90.0,madrid strength,,0.0,gold,,olympic,,eleiko
4597,maria rossi,,17.0,bra,-96kg,,2015.0,72.0,145.0,300.0,90.0,madrid strength,,,,national record,functional,,eleiko
,miguel santos,f,34.0,bra,-81kg,junior championship,2024.0,84.0,145.0,326.3,90.0,roma lifting,anna müller,,,,functional,yes,nike
4599,sarah johnson,f,29.0,japan,-109kg,olympics 2020,2014.0,172.0,145.0,300.0,71.9,tokyo lift club,pedro lópez,,,national record,powerlifting,y,puma
,emma brown,male,41.0,russia,-67kg,european cup,2024.0,0.0,145.0,300.0,90.0,team usa,li zhang,0.0,gold,,crossfit,y,eleiko
,youssef ahmed,f,34.0,italy,,continental cup,2019.0,107.0,178.0,324.7,53.4,berlin power,pedro lópez,,,national record,functional,,puma
,youssef ahmed,,18.0,egypt,-81kg,world championship,2019.0,84.0,158.0,300.0,90.0,roma lifting,li zhang,,,national record,olympic,,eleiko
ath_4602,emma brown,male,39.0,russia,-96kg,european cup,2022.0,0.0,204.4,300.0,65.0,roma lifting,anna müller,,bronze,personal best,crossfit,no,puma
4604,miguel santos,f,34.0,,-109kg,world championship,2024.0,78.2,217.0,300.0,90.0,tokyo lift club,michael johnson,,,,crossfit,no,reebok
,sarah johnson,m,31.0,brazil,-67kg,european cup,2017.0,136.0,145.0,300.0,90.0,team usa,carlos ruiz,0.0,,national record,crossfit,,under armour
,anna kowalska,,24.0,germany,73kg,national open,2015.0,103.7,170.1,265.5,90.0,berlin power,,17.0,,,functional,no,under armour
4607,carlos ruiz,f,34.0,russia,-73kg,continental cup,2015.0,0.0,127.9,300.0,90.0,,anna müller,0.0,,national record,,no,rogue
,emma brown,f,34.0,china,-81kg,tokyo 2021,2018.0,0.0,145.0,300.0,85.0,london barbell,michael johnson,,bronze,personal best,,n,eleiko
ath_4608,james lee,,34.0,usa,-61kg,tokyo 2021,2015.0,103.0,145.0,300.0,90.0,london barbell,anna müller,14.0,,,crossfit,no,rogue
4610,carlos ruiz,,41.0,chn,-81kg,panamerican games,2015.0,161.9,145.0,300.0,90.0,cairo strong,,11.0,,,crossfit,y,under armour
4611,anna kowalska,female,37.0,spain,+109kg,tokyo 2021,2016.0,84.0,116.3,253.2,90.0,cairo strong,li zhang,6.0,,,powerlifting,no,
4612,,,34.0,bra,-96kg,continental cup,2015.0,171.0,145.0,300.0,85.0,cairo strong,anna müller,,bronze,,functional,yes,reebok
ath_4612,carlos ruiz,male,43.0,chn,-81kg,tokyo 2021,2013.0,84.0,75.1,300.0,90.0,tokyo lift club,carlos ruiz,13.0,gold,personal best,olympic,no,
ath_4613,david müller,female,24.0,china,73kg,,2011.0,0.0,145.0,300.0,108.6,team usa,pedro lópez,12.0,,personal best,functional,,
4615,david müller,male,34.0,,-61kg,olympics 2020,2017.0,84.0,145.0,300.0,90.0,roma lifting,anna müller,5.0,silver,,olympic,yes,
,laura gómez,male,30.0,brazil,,,2015.0,170.7,145.0,152.8,90.0,team usa,pedro lópez,0.0,,national record,,,rogue
4617,,female,37.0,russia,+109kg,junior championship,2012.0,84.0,145.0,300.0,90.0,london barbell,,9.0,,national record,,n,eleiko
,emma brown,f,34.0,mexico,-81kg,olympics 2020,2012.0,84.0,145.0,300.0,119.0,cairo strong,carlos ruiz,1.0,silver,,powerlifting,no,rogue
4619,,,67.0,germany,+109kg,world championship,2021.0,0.0,145.0,130.7,90.0,roma lifting,anna müller,,bronze,national record,functional,y,puma
4620,li wei,male,25.0,russia,-61kg,,2015.0,155.0,145.0,300.0,90.0,cairo strong,michael johnson,,,national record,powerlifting,n,
ath_4620,hiro tanaka,,32.0,mexico,73kg,olympics 2020,2019.0,84.0,145.0,367.6,84.0,tokyo lift club,li zhang,15.0,gold,,,,
4622,sarah johnson,f,34.0,china,-81kg,,2015.0,84.0,145.0,300.0,90.0,,,,,world record,,,reebok
,james lee,f,62.0,spain,-55kg,national open,2024.0,95.0,145.0,300.0,65.0,roma lifting,michael johnson,0.0,,national record,powerlifting,no,nike
,,,34.0,france,-109kg,olympics 2020,2012.0,0.0,121.0,300.0,90.7,cn barcelona,pedro lópez,,silver,world record,,n,under armour
ath_4624,laura gómez,f,34.0,mexico,,panamerican games,2018.0,159.0,93.7,300.0,66.5,berlin power,carlos ruiz,,,personal best,crossfit,n,nike
4626,laura gómez,f,34.0,usa,-67kg,continental cup,2023.0,84.0,162.0,300.0,90.0,beijing barbell,michael johnson,,bronze,,,,reebok
ath_4626,maria rossi,female,37.0,,73kg,panamerican games,2019.0,84.0,168.4,300.0,90.0,beijing barbell,,,,national record,,,under armour
ath_4627,anna kowalska,m,20.0,mexico,-81kg,european cup,2015.0,168.7,202.0,300.0,82.0,london barbell,michael johnson,15.0,silver,personal best,,,adidas
4629,anna kowalska,,35.0,japan,-67kg,national open,2015.0,180.0,197.0,300.0,90.0,beijing barbell,carlos ruiz,,bronze,,crossfit,,puma
,hiro tanaka,female,37.0,japan,-61kg,world championship,2016.0,84.0,137.0,300.0,90.0,cairo strong,pedro lópez,6.0,,personal best,olympic,no,under armour
ath_4630,carlos ruiz,female,34.0,china,-67kg,junior championship,2019.0,171.0,145.0,191.8,90.0,beijing barbell,,7.0,,personal best,,yes,eleiko
,laura gómez,,34.0,china,,,2016.0,79.0,145.0,300.0,90.0,beijing barbell,li zhang,7.0,silver,,crossfit,n,nike
ath_4632,carlos ruiz,,29.0,china,+109kg,panamerican games,2014.0,98.1,145.9,300.0,90.0,madrid strength,anna müller,,,personal best,,yes,rogue
,li wei,female,59.0,japan,-61kg,world championship,2015.0,84.0,145.0,300.0,90.0,team usa,anna müller,,,,crossfit,yes,under armour
4635,,m,34.0,france,-81kg,european cup,2020.0,84.0,145.0,377.0,123.0,madrid strength,pedro lópez,13.0,silver,personal best,,y,under armour
4636,miguel santos,female,34.0,spain,-73kg,european cup,2015.0,0.0,145.0,342.3,96.2,madrid strength,pedro lópez,18.0,silver,,,n,
4637,elena petrova,m,34.0,russia,-81kg,olympics 2020,2013.0,0.0,145.0,300.0,90.0,tokyo lift club,carlos ruiz,,,,,,reebok
ath_4637,carlos ruiz,m,44.0,japan,,european cup,2018.0,0.0,205.6,300.0,90.0,team usa,carlos ruiz,,silver,,functional,no,
ath_4638,david müller,,37.0,spain,-109kg,panamerican games,2018.0,0.0,156.0,300.0,134.9,,pedro lópez,,silver,,olympic,,
ath_4639,laura gómez,f,19.0,china,-67kg,,2010.0,85.0,182.0,300.0,90.0,team usa,carlos ruiz,,silver,personal best,powerlifting,no,
4641,sofia lópez,female,34.0,usa,-81kg,tokyo 2021,2010.0,123.0,99.0,300.0,120.0,berlin power,anna müller,0.0,bronze,personal best,crossfit,n,rogue
4642,hiro tanaka,m,34.0,italy,-67kg,national open,2012.0,0.0,215.0,300.0,53.7,roma lifting,michael johnson,0.0,bronze,,functional,n,
,anna kowalska,f,34.0,chn,-81kg,panamerican games,2024.0,84.0,148.8,300.0,68.9,cairo strong,michael johnson,3.0,silver,world record,functional,,eleiko
ath_4643,miguel santos,f,14.0,bra,-55kg,panamerican games,2018.0,107.5,145.0,300.0,85.6,tokyo lift club,pedro lópez,18.0,silver,world record,functional,no,puma
,sarah johnson,f,34.0,russia,,continental cup,2018.0,78.0,111.0,300.0,103.0,cn barcelona,carlos ruiz,1.0,,,powerlifting,y,under armour
,david müller,female,34.0,france,-61kg,tokyo 2021,2023.0,0.0,187.7,300.0,91.0,cairo strong,li zhang,0.0,bronze,,,no,eleiko
4647,james lee,male,61.0,spain,-73kg,panamerican games,2024.0,0.0,145.0,300.0,138.6,roma lifting,carlos ruiz,12.0,,world record,,,
4648,,female,34.0,france,-67kg,national open,2016.0,84.0,145.0,121.0,93.0,london barbell,carlos ruiz,,,personal best,,y,
ath_4648,emma brown,,26.0,usa,-73kg,world championship,2015.0,84.0,145.0,300.0,90.0,roma lifting,,,,national record,powerlifting,,eleiko
,elena petrova,male,24.0,usa,-109kg,european cup,2014.0,0.0,145.0,300.0,90.0,beijing barbell,michael johnson,0.0,silver,personal best,functional,,adidas
4651,david müller,female,34.0,chn,-55kg,,2018.0,84.0,109.0,300.0,101.1,london barbell,pedro lópez,,gold,national record,,n,rogue
ath_4651,james lee,,54.0,brazil,-96kg,,2011.0,84.0,145.0,170.1,64.8,madrid strength,carlos ruiz,0.0,gold,,,n,reebok
4653,james lee,female,37.0,bra,73kg,national open,2023.0,0.0,145.0,151.4,90.0,tokyo lift club,michael johnson,,silver,national record,olympic,n,adidas
ath_4653,,m,37.0,usa,,continental cup,2019.0,78.5,145.0,300.0,90.0,beijing barbell,pedro lópez,11.0,,world record,powerlifting,yes,
,anna kowalska,,34.0,bra,-67kg,,2021.0,108.0,145.0,300.0,90.0,,pedro lópez,,gold,,,yes,eleiko
4656,,m,33.0,germany,73kg,tokyo 2021,2011.0,87.0,145.0,300.0,90.0,roma lifting,li zhang,9.0,bronze,,powerlifting,yes,puma
4657,maria rossi,,34.0,rus,73kg,world championship,2012.0,84.0,145.0,300.0,76.1,cn barcelona,li zhang,,bronze,personal best,functional,n,
4658,hiro tanaka,f,34.0,china,+109kg,,2015.0,157.0,145.0,300.0,60.0,cn barcelona,michael johnson,0.0,,,crossfit,,rogue
,emma brown,,34.0,spain,73kg,olympics 2020,2018.0,0.0,145.0,300.0,60.2,cn barcelona,,0.0,silver,,powerlifting,n,
,emma brown,,31.0,chn,-73kg,continental cup,2013.0,64.0,145.0,300.0,121.7,madrid strength,anna müller,0.0,,national record,olympic,,nike
,anna kowalska,,24.0,spain,+109kg,continental cup,2019.0,0.0,145.0,300.0,102.0,london barbell,anna müller,0.0,,,crossfit,n,under armour
,miguel santos,,44.0,usa,-96kg,world championship,2015.0,162.4,115.7,267.6,117.5,beijing barbell,,0.0,,world record,,,puma
ath_4662,anna kowalska,,35.0,spain,-67kg,,2016.0,72.4,145.0,368.0,90.0,team usa,pedro lópez,,,personal best,functional,y,eleiko
,james lee,male,64.0,japan,-96kg,,2023.0,84.0,145.0,300.0,82.0,beijing barbell,michael johnson,0.0,,world record,,,rogue
4665,youssef ahmed,female,25.0,brazil,+109kg,panamerican games,2014.0,84.0,140.0,242.8,112.0,madrid strength,li zhang,8.0,,world record,powerlifting,,rogue
,sofia lópez,f,34.0,japan,-109kg,junior championship,2018.0,170.1,145.0,267.8,102.2,team usa,li zhang,0.0,gold,,crossfit,yes,puma
ath_4666,david müller,,34.0,italy,-96kg,,2021.0,84.0,145.0,357.7,104.5,,pedro lópez,,bronze,world record,functional,,nike
ath_4667,li wei,female,34.0,egypt,-81kg,junior championship,2015.0,92.6,145.0,300.0,116.0,london barbell,,,silver,,crossfit,y,puma
,youssef ahmed,,35.0,germany,-109kg,national open,2023.0,84.0,213.0,300.0,90.0,beijing barbell,li zhang,0.0,,,olympic,,nike
ath_4669,hiro tanaka,male,31.0,usa,+109kg,junior championship,2023.0,84.0,145.0,300.0,90.0,cn barcelona,michael johnson,,silver,personal best,,n,under armour
ath_4670,,,16.0,mexico,-55kg,,2010.0,84.0,145.0,300.0,74.0,team usa,,0.0,,,powerlifting,y,
